,SCO_AIN_ID_1,SCO_AIN_ID_2,SCO_CW_SUMMARY,SCO_CW_SUMMARY_2,SCO_CW_TEXT,SCO_CW_TITLE,SCO_DAYS,SCO_D_SUMMARY,SCO_D_SUMMARY_2,SCO_D_TEXT,SCO_D_TITLE,SCO_T_SUMMARY,SCO_T_SUMMARY_2,SCO_T_TEXT,SCO_T_TITLE,SCO_USER
0,166,31673,1,1,2,0,1,0.3140808177423261,0.2925321958246432,0.31536204606110474,0.35838895099582546,0.6624143801984788,0.7070316632126947,0.7498673318543267,0.6579397947144123,1.0
1,172,27081,0,0,1,0,0,0.26032114705899795,0.31086970347864956,0.3478366425016812,0.19026856833855593,0.3403216271059606,0.42089957571802117,0.7298039977601412,0.37020004361255043,1.0
2,204,43258,0,0,0,0,1,0.2307848623421762,0.2632856029306686,0.1750422483314299,0.5183246345435985,0.6162290207343137,0.7127353874865566,0.7014531325403803,0.35460822771747846,0.0
3,250,29132,0,0,0,0,1,0.3124023015478801,0.387262726901805,0.3900173162841247,0.3188201589194114,0.5434268509923958,0.4834822921981848,0.4253747767300178,0.6043482554797999,0.5
4,268,4792,0,0,0,0,1,0.27237580730172467,0.28721395900496305,0.25324462663714997,0.3205278914312557,0.4218773249721097,0.6750739773509562,0.7391247220084722,0.0011848922987669763,0.0
5,332,6905,2,6,6,1,0,0.2744450945526997,0.3332207874532171,0.38614956288855384,0.4432329005668437,0.19546904149328537,0.49731831698347884,0.6625270891033646,0.10857974649590757,1.0
6,579,21162,0,0,0,0,0,0.22067357050467812,0.12196289707028464,0.1265737429199585,0.20606826845635717,0.10304726042267455,0.08798108433919272,0.1499469435447605,0.053346026190822654,0.0
7,659,2161,0,0,2,0,1,0.3536685266171373,0.2389671014130454,0.3692264994930984,-0.05954728105115996,0.894817058266119,0.8514835352468954,0.866398681818467,0.5015186700951284,1.0
8,660,30869,0,0,0,0,1,0.44260134377501686,0.28147955586319995,-0.01324966998530722,0.39578287315390265,-0.010521954213506823,0.04060933765699862,0.0859412503110084,0.016058063340111943,0.0
9,679,33056,0,0,0,0,2,0.1898725556248997,0.23337100193909838,0.25012675296512454,0.19141814757726563,0.1568935856894108,0.2128468262149793,0.19959613450952463,0.0037179302461504728,0.0
10,697,19541,0,0,0,0,0,0.400368450823529,0.2768980312980365,0.399625416236411,0.4499001340413675,0.8092653069253379,0.8486571077028418,0.8701396585011827,0.8542735875483471,1.0
11,721,5035,0,0,0,0,1,0.14403387525534864,0.1029368869151563,0.05283963022524894,0.2996186792587273,0.03811121634888233,0.11173827674157973,0.16347441467951387,0.023815502575499872,0.0
12,728,12320,0,0,0,0,0,0.2203328827152812,0.23890067482469537,0.1802205463902476,0.37310027247905153,0.38048815952547527,0.5245879099157175,0.49096735051828944,0.2616168663302326,0.5
13,732,26209,0,0,0,0,0,0.2950548701675534,0.2285712120997704,0.24914536059368586,0.2852224841525147,0.41212146763641744,0.7242690172266002,0.7811529306368652,0.03829281923347466,1.0
14,748,20406,2,4,5,0,0,0.29203983810082107,0.35163135557257036,0.30199760044425616,0.3284766297058497,0.6890757100984177,0.799045337461746,0.7486938398846634,0.02378880852201235,1.0
15,764,21162,0,0,0,0,0,0.0638866586242475,-0.015204652073104865,0.04317694858861251,0.27755716440163647,0.09277728848021032,0.14720225673115234,0.2503377545024519,0.07854291423939637,0.0
16,792,5719,1,3,7,0,0,0.38478331571529806,0.35448010455966394,0.39873841837147544,0.32224510992783184,0.5606588625851877,0.7123324936834012,0.849881569977901,0.7745595573286974,1.0
17,914,6952,0,0,1,0,0,0.29799456611874553,0.394040734022076,0.3377762646659387,0.2964178208429217,0.7005187906352572,0.7348387823874718,0.8026700052998119,0.7098168385894164,1.0
18,914,39037,0,0,0,0,0,0.3127982942232215,0.3495169831926588,0.2156876712829798,0.439543271442439,0.6327425515226877,0.7855453893306776,0.8085163750081134,0.6068232607337848,1.0
19,921,37104,0,0,0,0,1,0.26556589761114147,0.18588187514556792,0.07796612362599492,0.3634697697633894,0.18529612747127563,0.24307958806204902,0.3487741600450653,0.018606675243940714,0.0
20,940,6364,3,10,11,1,0,0.281368134064073,0.319383653099793,0.34878181314251683,0.28263414756525207,0.44321000654770715,0.48345325728637245,0.6025438193754862,0.27325456535700426,1.0
21,973,27525,1,1,1,0,0,0.2954360990138162,0.2635116721858848,0.28500346259204234,0.07882168693914274,0.5237187111185282,0.5222508578782358,0.5475556322360833,0.09278115267563007,0.0
22,984,4474,0,0,0,0,1,0.19483438908843487,0.26995207667521126,0.2537877967464086,0.23031377602534453,0.5779301991155544,0.6582176757694209,0.7125950286188497,0.6383115657278792,0.0
23,989,17535,1,2,2,0,0,0.1358404802979246,0.2198662819292188,0.29043602035231053,0.1734777751884842,0.41675639256234065,0.46368989728933574,0.6384567100446794,0.20360253056510902,0.0
24,1118,23390,0,0,0,0,0,0.34479380865424425,0.24947028454667539,0.2258774828805731,-0.040898275137714095,0.6123538016853844,0.5044079891563777,0.6015148938424917,0.7970961073995946,0.0
25,1191,8432,0,2,3,0,0,0.3402065414724233,0.4829493755892921,0.42873711508968126,0.448955601893749,0.705271465522523,0.8823288413018646,0.8909702208408248,0.5222146955065978,1.0
26,1229,20586,0,0,0,0,1,0.037747096474303146,0.09363813649168319,0.0309143873603428,0.2796600611576293,0.026629526776592298,0.13575593583311024,0.1681034032610213,-0.012140565292076713,0.0
27,1231,11960,0,0,0,0,0,0.3176843893367993,0.2128619585823357,0.17726992867017677,0.19854586812945485,0.018589466651824066,0.1552970944798853,0.19824207863413407,-0.013217752851684124,0.0
28,1266,21091,0,0,0,0,1,0.23004856606500598,0.08704489962784008,0.08549424222748583,0.02121776710541727,0.06889385190277156,0.11658690976149158,0.18707570060115056,0.13735490889728164,0.0
29,1271,13854,0,0,0,0,1,0.24252917947694314,0.23657070504545433,0.10465953319819167,0.09085913672137327,0.09251772274276374,0.04807655057728064,0.2160803498966763,0.020677094951048487,0.0
30,1315,13447,0,0,0,0,1,0.16245358739529372,0.12489964079469341,0.12315926151667032,0.2850041549877535,0.1855222353093562,0.4307544556041304,0.4728550083752761,0.029381319172468723,0.0
31,1468,28256,0,0,0,0,0,0.3652409165141178,0.40027852236725164,0.28962330598240393,0.3703361061112642,0.7379648416969119,0.8116741551437869,0.7533573793936232,0.6500036105385821,1.0
32,1490,20424,1,1,1,1,1,0.2600082081764892,0.2559205426253346,0.20609260151497716,0.22370477605664696,0.6066877166051341,0.5329171746892932,0.687888018814854,0.08011681626187687,1.0
33,1610,11646,0,0,0,0,0,0.12824694903830736,0.045505219335494076,0.09253268454104716,0.2588623509374482,0.22432358898862456,0.29622590940362836,0.3927439424293456,0.0329496961968902,0.0
34,1799,11314,0,0,0,0,0,0.17590958418829683,0.3545979303952512,0.2643208410366202,0.2208225315078345,0.5592261455746041,0.6104908240512565,0.6330030494760495,0.07790614467140183,1.0
35,1800,9078,0,0,0,0,1,0.14079785431645403,0.12133918804735874,0.0532291248728224,0.4136142281758353,0.04675431051755947,0.15104784115485725,0.22684013587717297,0.004804393828775549,0.0
36,1862,39414,0,0,0,0,1,0.16947713002426754,0.12419963117379741,0.06084180589590725,0.09533436602287222,0.20710969805153312,0.273478515697236,0.34589254809204556,0.026270636894355444,0.0
37,1898,33494,0,3,5,0,0,0.30553982081305825,0.33688461902555766,0.2942362930417212,0.4094276022662716,0.6983328023726698,0.8340622608008254,0.8776380059453021,0.6248941623397422,1.0
38,1920,28390,1,3,5,0,0,0.2882622481316195,0.33294963838783886,0.3150039310405463,0.3972950503161521,0.46121171264356087,0.6123479781864775,0.6808400890807764,0.23776644524103507,0.5
39,1935,22705,0,0,0,0,1,0.28418669628447446,0.25755003959213907,0.16813518620522855,0.23898926024306955,0.3748688440958853,0.42869629805342696,0.39080363239557075,0.12863802994986892,0.0
40,1964,11606,2,2,2,0,0,0.3400112724705745,0.28002731437215955,0.4263961822619725,0.43737300666321705,0.797640415056502,0.6966946921406805,0.6873607478399002,0.8581065911581118,1.0
41,2023,9380,3,6,8,0,0,0.18484206653708243,0.3456807799676819,0.47077176527267256,0.23613545715561146,0.43777272192166794,0.5692269515349454,0.5957032628245706,0.03626083800494294,1.0
42,2033,30778,0,0,0,0,0,0.20057744750551526,0.19065017491608144,0.18281894576761487,0.30192692924278614,0.10899181917421066,0.12548372971083543,0.16075160015356366,0.03799506822799886,0.0
43,2053,14467,2,4,8,0,0,0.3703680071046257,0.3086384419465383,0.430138652400083,0.37433038322635387,0.6790579452764982,0.852267477546895,0.8992312229410955,0.2879069086056677,0.5
44,2076,43401,3,3,4,2,0,0.2589487439090796,0.3333029320331842,0.38643190603972843,0.24566300863365204,0.45420678340146825,0.5094138411112197,0.5479558739067363,0.47481983669862876,1.0
45,2220,27140,0,0,0,0,1,0.09295835481302006,0.13821257089960204,0.05767122144870544,0.35184847345261044,0.14786194472667305,0.2867045852858802,0.36048807380175374,0.0413964211382494,0.0
46,2260,43730,2,2,2,2,1,0.33849291147063765,0.25015439830868735,0.3762298153539163,0.33353972332135384,0.693757691909307,0.6311869340811412,0.6994748861803814,0.5580618363932667,1.0
47,2285,39192,0,1,1,0,1,0.22194547090984834,0.22135550876934845,0.20269605220146947,0.18441097633403347,0.19636575731017025,0.5537274126353928,0.5989017962721803,0.2945379531761114,0.0
48,2321,11340,0,1,1,0,0,0.3706692239921705,0.37381232015405375,0.349099149672366,0.12335132547515773,0.6070501998834278,0.7087890132886219,0.7181191143997717,0.7876612634973177,1.0
49,2343,4584,0,0,0,0,0,0.111157972290611,0.09687136832461785,0.062014270291290224,0.3737385478418014,0.1500643793553059,0.3285310423348465,0.4883567084935679,0.04877768781574839,0.0
50,2362,25046,2,6,8,0,0,0.3191149701996253,0.3244737565503941,0.2885038903826912,0.0008761194350448281,0.5667840173222518,0.6939084949240785,0.7112860902792949,0.08474559801636448,1.0
51,2398,9422,1,1,2,0,1,0.20456870821630957,0.23400394149502296,0.21829461982923706,0.3461185229098547,0.6592778231044812,0.7241261094562929,0.7857135598331506,0.8876357969635438,1.0
52,2406,4990,0,0,0,0,0,0.3224397782540694,0.12465854685671283,0.11711134180775808,0.33476685843674203,0.20401762602512322,0.3125634652489746,0.3835717198746924,0.009276246985293755,0.0
53,2479,20141,0,0,1,0,2,0.3495547891351225,0.32014036372577925,0.2907363897887922,0.2391080026234764,0.38476242145899164,0.29554999285513955,0.529984118196307,0.010211193621401302,0.0
54,2524,11424,0,0,0,0,1,0.2040455679253341,0.10843490071995712,0.07677920456797915,0.07190378426950877,0.02079361098165565,0.10404352773099625,0.12485464902928302,-0.0028279804366973596,0.0
55,2573,10615,0,0,0,0,0,0.19915568077890933,0.13948711884073114,0.0996704408994013,0.28035903063361095,0.14856092156418707,0.3937503953255536,0.4666572661831063,0.01079363340194675,0.0
56,2729,4764,0,0,0,0,1,0.19966573420696115,0.1628568016576823,0.07194640851238221,0.39922630673712095,0.05054012603200489,0.0793914653032511,0.16042004690264536,0.060131684319639375,0.0
57,2780,18492,0,2,2,0,0,0.19999534955186404,0.3685147136840444,0.27838561040724996,0.3944877508861585,0.6701233752744364,0.6533607608931058,0.7984284622519305,0.0038062538539660254,1.0
