,SCO_DAYS,SCO_D_SUMMARY,SCO_D_TEXT,SCO_D_TITLE,SCO_T_SUMMARY,SCO_T_TEXT,SCO_T_TITLE,SCO_USER,SCO_PRED
0,0,0.5010304466347966,0.5179114660295552,0.4951153257803947,0.8286580225333149,0.8004524934505641,0.008433285949410159,0.0,0.5420953631401062
1,0,0.2820531807243975,0.3360289085040437,0.406552280521282,0.773628834251264,0.7987907523073009,0.5820814119436967,1.0,0.9113825559616089
2,0,0.36266839348401897,0.3484736295977647,0.14095306671086474,0.7195684408855293,0.7321336353513138,0.3499953133192619,1.0,0.9592947959899902
3,3,0.36651095333380257,0.22432135042461548,0.2937084081104806,0.033515072802427465,0.03102726241011448,0.015724482524773868,0.0,-0.013838589191436768
4,0,0.4945867803789566,0.5237332207769912,0.3428233763516883,0.9179398448402141,0.9300922447205984,0.6513388610513303,1.0,0.9919090867042542
5,0,0.2070552625519515,0.14996156638026806,0.3405136185619757,0.6908529179858252,0.6927817862788292,0.6316992099330753,0.0,0.27867424488067627
6,1,0.22258417114948972,0.17203224352376226,0.4030921460287819,0.7130826159029139,0.7094939593042229,0.4367936333294971,0.0,0.04092460870742798
7,2,0.23816571453325824,0.25287623504277434,0.2579581094828349,0.11374025187543495,0.10156381863572422,-0.04002054601536095,0.0,0.01025402545928955
8,1,0.3308071838098352,0.27833097042768146,0.1202647273221511,0.7350571968888259,0.7306413991594448,-0.01843510216388591,0.0,0.38425812125205994
9,0,0.28226850555853705,0.2977909552269064,0.2800184291849986,0.2973228812665565,0.2753425702324533,0.02578426720105945,0.0,0.08125472068786621
10,3,0.2287845366119815,0.2134510976640498,0.2008135216032031,0.3612582741676145,0.3366679966578475,0.005251661630143577,0.0,0.0008194446563720703
11,0,0.25382076496521483,0.3021555879221632,0.32498453975440805,0.5024100631268144,0.5200390280208439,0.1184475300501504,0.5,0.27306464314460754
12,3,0.2949922223735969,0.2266841457982879,0.28165343524655045,0.7698267060921317,0.7672716175775532,0.05250170726414665,0.0,0.2726358473300934
13,0,0.4225285091655921,0.3910529457970619,0.3369999842452729,0.6956198546372805,0.6777348949044002,0.12289149570604077,1.0,0.9616013765335083
14,3,0.3587848817461771,0.3286720976088972,0.3766833590291746,0.2006286994461306,0.2016990033143832,0.0012647269694436645,0.5,0.013762354850769043
15,3,0.2305164498304107,0.3797856286110169,0.1890616401943893,0.43645705150841796,0.3892893297010429,0.10363740628840712,0.0,0.3573067784309387
16,0,0.39782247763093415,0.4051183631632314,0.5266501736754045,0.780907588071392,0.8369117373283831,0.7037219916171922,1.0,0.9918593168258667
17,1,0.25242263671051723,0.22019982046269687,0.4200547134846873,0.3532592597324389,0.3685104820668155,0.09651819285207366,0.0,0.02775999903678894
18,0,0.4651940592484029,0.4777754726332609,0.37020410098418943,0.9171321091871204,0.9255542208030186,0.4545369535563417,1.0,0.9960795044898987
19,0,0.34583686138299324,0.2764934164392044,0.3389919944322704,0.6977126650778167,0.7472333763168431,0.6102385854356726,0.5,0.8568650484085083
20,0,0.2399968882523111,0.17305379186357694,0.3072481018595125,0.6881405085842293,0.6889547481994001,0.42097178426659176,0.0,0.20626136660575867
21,0,0.48204094376861,0.3958170013610248,0.20011483761736096,0.8251004189813732,0.8365563987865866,0.4408235588863647,1.0,0.9981558918952942
22,1,0.3022743302199482,0.2837662083898821,0.5394822262543983,0.3620817242950901,0.3565838075270452,0.02229296248138796,0.0,-0.008290231227874756
23,0,0.37998580162937023,0.2624635256582196,0.2938500911443204,0.2991846695643703,0.28335318564595596,-0.03186725206023406,0.0,0.01659300923347473
24,1,0.3093255462826145,0.3595410964892062,0.40573018159337176,0.7899593384814949,0.8021393498069495,0.6081688834586588,1.0,0.9084502458572388
25,0,0.283505866010154,0.14459250296844878,0.4278923627143304,0.7919298216719488,0.7845383001980633,0.4322235742182128,0.0,0.2737087607383728
26,2,0.3500704359972737,0.30655255085892186,0.2193165854469175,0.7619559816983851,0.7776576792758481,0.6514669940080345,0.0,0.5876418352127075
27,2,0.3188700571749045,0.18702038955424652,0.38456742559618107,0.3811253822584994,0.3718554273288436,0.04649845759371152,0.0,-0.0310552716255188
28,2,0.20198469299856806,0.13354308669210274,0.1382640406491951,0.7051986492594506,0.7017127021087306,0.0067879354780094395,0.0,-0.0634469985961914
29,0,0.12005636283194855,0.0920082496485201,0.3107045338025186,0.15839704239913585,0.15098865451940469,0.02600709492821824,0.0,-0.014547765254974365
30,0,0.3366118555950076,0.2420506460360068,0.3798065979292243,0.21987133332606554,0.2095666815383733,0.024193002644561708,0.0,0.02994471788406372
31,2,0.15110913441448584,0.1583277279345683,0.4911508913811384,0.12598691533734496,0.12360611833836613,0.007617362971436527,0.0,-0.007769763469696045
32,2,0.2548070531631597,0.2369884253322257,0.3573319901854169,0.533146341601437,0.5574393422014255,0.5975537907902053,0.0,0.10320916771888733
33,0,0.4394803022061685,0.4608238072809924,0.4030365049598484,0.6543033774316638,0.6867708385800146,0.12550919121829152,1.0,0.9493888020515442
34,2,0.24108045468579464,0.2546299876686935,0.4283126192844389,0.2954119301357291,0.28813502636216626,0.018548336954828208,0.5,0.032067716121673584
35,1,0.4151770360039806,0.3594095639421721,0.191933924106452,0.8527206273927534,0.8694822326992129,0.4779791537935592,1.0,0.9628650546073914
36,1,0.1405366512316029,0.012214697961669702,0.3254249309868365,0.08148505924225029,0.07077639812753965,0.0076647877614662045,0.0,-0.005303382873535156
37,1,0.2311150183490354,0.2786308939635048,0.4440496448677652,0.7149927845884994,0.7386631343935128,0.6677169294139087,1.0,0.6093581914901733
38,0,0.3899378196923445,0.4165196869036889,0.3910192651354192,0.8320976830565023,0.8666171747624223,0.8539160982425578,1.0,0.9969236254692078
39,0,0.36595585350719695,0.30068947614894004,0.3218666069611395,0.7989801313747225,0.7948968697942346,0.07187311491622281,1.0,0.9119405746459961
40,1,0.16893199269326634,0.08339443852089988,0.18329689686986805,0.1833790128987788,0.17851058945763734,0.020737877847425385,0.0,-0.004557132720947266
41,0,0.20663603630959207,0.1792981645910974,0.3699374455598364,0.4891572128151437,0.485646229117879,0.2725941999012921,0.5,0.1221773624420166
42,1,0.26170407321893363,0.22129683015220986,0.3969316424308289,0.29448007667134474,0.2758074413554061,0.10092976888704208,0.0,0.03678557276725769
43,0,0.2713403531585378,0.2626220014494585,0.2592942500285531,0.7905577665486379,0.7893680109884579,0.03907649589402956,1.0,0.7678546905517578
44,0,0.3532158989591209,0.3542730106874278,0.177667308668358,0.7279226493526673,0.7364820475821089,0.03990846920056845,1.0,0.9480140805244446
45,2,0.20891987542706605,0.2870316040508741,0.4233328527162468,0.3809323506858597,0.366462873784788,0.04660298379027019,0.0,0.06559959053993225
46,0,0.0924543867589165,0.06142089768049156,0.3857605700274776,0.23413816081944386,0.2265583509478783,0.01454312663928721,0.0,-0.014920473098754883
47,0,0.40103424978789104,0.4014822411225047,0.31002485421765064,0.7430830389214583,0.7753771056778058,0.30286838514449377,1.0,1.0086491107940674
48,0,0.4079467667022149,0.3453260258093837,0.4511335605193975,0.7540131178743541,0.7638812135136311,0.20772759502560134,0.5,0.9752470254898071
49,1,0.2743427893634003,0.2286154809459615,0.3435898322670989,0.1368612841827519,0.11461758621348307,-0.029047686092315683,0.0,0.012517184019088745
50,0,0.4406589023432119,0.4120831566257787,0.21539515622269972,0.7976080061689578,0.7897268267193713,0.028869700066618983,1.0,0.8993937373161316
51,0,0.4563495848367819,0.5136991264070979,0.2634060232449597,0.9551013102687091,0.9684063428167644,0.7681886019912633,1.0,0.9963434934616089
52,0,0.4181166859275622,0.4443788517205299,0.5194887935152679,0.6890138823722286,0.7567419116851039,0.93126875763114,1.0,0.9536036252975464
