,SCO_AIN_ID_1,SCO_AIN_ID_2,SCO_CW_SUMMARY,SCO_CW_SUMMARY_2,SCO_CW_TEXT,SCO_CW_TITLE,SCO_DAYS,SCO_D_SUMMARY,SCO_D_SUMMARY_2,SCO_D_TEXT,SCO_D_TITLE,SCO_T_SUMMARY,SCO_T_SUMMARY_2,SCO_T_TEXT,SCO_T_TITLE,SCO_USER,SCO_PRED
56,877,34366,2,3,4,0,0,0.347926238417093,0.33012298613335017,0.422356813417086,0.2983064578360078,0.6141198221049166,0.6397022435581848,0.7908552152005799,0.034877595611947934,1.0,1.0135736465454102
57,881,5692,0,4,7,0,0,0.3830568055629545,0.3659966408748022,0.3815795690699436,0.3511953610142692,0.4780931041475901,0.6005916213467734,0.7318243476622741,0.6854464821604068,1.0,1.0175955295562744
58,881,24676,1,2,4,0,1,0.26789457573862685,0.2005563177850513,0.2600517174828072,0.2269450767972219,0.3986317461401703,0.5900255262462191,0.6777179622451704,0.934699248850866,1.0,0.8410369157791138
59,903,9262,0,1,2,0,0,0.490604002783585,0.5136133499034227,0.5459359108173008,0.16459664017630146,0.8677962831413402,0.9414498555068672,0.9694618090564732,0.7780216801264808,1.0,1.0153594017028809
60,911,24932,0,1,1,0,0,0.20284803845812335,0.17616929583769902,0.4404746718743078,0.4606059660636532,0.564255606197053,0.6274925726447615,0.7639939784659785,0.9320856887541876,1.0,0.9872764348983765
61,914,6952,0,0,1,0,0,0.2922136789902133,0.2732205401603285,0.3581224168296377,0.27834523984378856,0.6905109475911575,0.6933498569254398,0.8117937285857706,0.7264384620393571,1.0,0.9765136241912842
62,914,39037,0,0,0,0,0,0.2996158027397359,0.27388408091901634,0.25272630376647864,0.3256944701925376,0.6446377740834062,0.7547909742149781,0.8161649912983806,0.634227872126099,1.0,0.6203287243843079
63,918,23646,0,0,1,0,0,0.25110682435465026,0.1721720397845854,0.20903325221073507,0.2677324776459521,0.35930704083532505,0.4545877144850051,0.5070681512747699,0.5057289249142928,0.0,0.08031061291694641
64,921,37104,0,0,0,0,1,0.2348141633916695,0.15318452236992136,0.07294165369591485,0.17986647424574248,0.1679120314815219,0.22816387676562624,0.2850576196405703,-0.005011040385763881,0.0,0.002238929271697998
65,940,6364,3,10,11,1,0,0.29129661445897026,0.3894300270028625,0.3495746241788169,0.2984869262585611,0.4695036754740716,0.47676339147919794,0.5835835260047201,0.2615949763382778,1.0,0.879588782787323
66,948,35048,2,6,9,1,0,0.2948947430085673,0.34296509675709685,0.4856464641363424,0.40999559735410207,0.7412353083497207,0.8037571624994804,0.8461645931877386,0.9237233172962708,1.0,1.008671760559082
67,954,22766,0,0,0,0,1,0.15368579043007635,0.045192501908035934,-0.009581032386623438,0.3369608754690149,0.0997122408634974,0.208995471147714,0.24260262304759,0.019248980835425214,0.0,-0.011600494384765625
68,967,21277,1,3,3,0,0,0.5032598261879625,0.38871657418797023,0.3981626844904504,0.4361141562741752,0.6816405075345616,0.7896760024025818,0.838306419456129,0.6797704057093357,1.0,1.0224120616912842
69,967,44823,0,0,0,0,1,0.4807172509695949,0.1884614122284344,0.2045046692798321,0.3187727659781014,0.03250066496478195,0.028913149929423107,0.17269537109040212,0.025503648127127045,0.0,-0.018381118774414062
70,973,27525,1,1,1,0,0,0.3784298115708463,0.20763399228544926,0.2916430391050331,0.1152587714313348,0.534929650035721,0.5014042870582127,0.5500682142874738,0.07379831767072663,0.0,0.2897966802120209
71,974,28242,0,0,0,0,1,0.38302831923565,0.22379544958364467,0.19128400829042694,0.4527176631231018,0.42836721503761055,0.3847561667446057,0.49084904325336504,0.6091661913596955,0.0,0.027921408414840698
72,976,23936,0,1,1,0,2,0.289137903422212,0.3307761978404191,0.28991214279520994,0.17896351481853104,0.12048580350452455,0.23764242343593905,0.3967169969840838,0.02721190791678739,0.0,0.05271172523498535
73,984,4474,0,0,0,0,1,0.1738613048092279,0.21100851950966668,0.3075421877017937,0.4649209620037629,0.5752582443073807,0.6483793969760725,0.703143987780946,0.6393377507700366,0.0,0.4240264892578125
74,989,15743,0,0,0,0,1,0.14134990950277898,0.24915883399288866,0.2698571877659169,0.33088492011352777,0.17674766791691915,0.30740908017088986,0.3479988526490041,0.01755374706077413,0.0,0.03446158766746521
75,989,17535,1,2,2,0,0,0.11092752668578416,0.2461354067918809,0.3094174396416243,0.09898436888242036,0.4086879046269364,0.452577025625389,0.6247609633763701,0.16299658306989262,0.0,0.6489099264144897
76,1007,4029,0,0,0,0,1,0.4092504173830603,0.3048781716682143,0.2767954021375978,0.4153309013329329,-0.0009370143180275348,0.12626550377686913,0.10500963131170353,-0.007047887316533005,0.0,0.01946437358856201
77,1011,43280,0,0,0,0,0,0.2881962998115892,0.3031811229019905,0.21921692016336786,0.210885199705874,0.2748239040199281,0.5828633578465019,0.6827868100531178,0.0815816947335129,1.0,0.3627450466156006
78,1052,14847,1,2,2,0,1,0.5001906651420276,0.4270643184885641,0.4111391386629297,0.306286156103561,0.6671836991914726,0.8167559712390119,0.8192745993198508,0.4097552860401957,1.0,0.9685832858085632
79,1073,7098,0,0,0,0,2,0.3288542490015873,0.2469991397746357,0.2710186141508392,0.32744158725949624,0.026480280942377647,0.07494331865793036,0.08616565733993291,-0.0027765088741288357,0.0,0.005043506622314453
80,1082,27311,0,1,1,0,0,0.25499158269448,0.3133255342531931,0.25603024473369584,0.2024705757038052,0.1281386493293361,0.2401333841923338,0.3112687766367648,0.1177330371846274,0.0,0.08080002665519714
81,1104,27155,0,0,0,0,2,0.2667577843432485,0.44184128632643616,0.2367965535476096,0.389637431806948,0.14733635310248536,0.3048621065426902,0.2499253810830621,0.18447954292148785,0.0,-0.008395493030548096
82,1105,37775,0,0,0,0,3,0.21714823565118807,0.2234977051307984,0.18643149922506225,0.1339985978495951,0.08975746202277911,0.1888112112735512,0.2396008719042709,-0.029783141759842438,0.0,-0.02229517698287964
83,1117,20989,0,0,0,0,0,0.2114982076458051,0.2628826592624621,0.19079744290307427,0.2277169453964128,0.04082756517884986,0.20748033106881147,0.2283288362044335,0.01237137526445942,0.0,0.04235848784446716
84,1118,23390,0,0,0,0,0,0.3865667130921395,0.2744091706257666,0.2243870712700384,0.008750735664508139,0.6304959312559113,0.5866927293207692,0.6150766261757183,0.8138891493714483,0.0,0.07620453834533691
85,1135,19753,0,0,1,0,1,0.2631144379024253,0.31495853156893105,0.2546992986592821,0.4608927180348357,0.3301765423743199,0.3207391236256603,0.4132305525981627,0.022260665650975658,0.0,0.12265321612358093
86,1191,8432,0,3,3,0,0,0.2727096623284835,0.4011675808398416,0.4051707550565409,0.3271688647805536,0.7001420823619089,0.8719019992309331,0.8900913098143441,0.5186926021985914,1.0,1.0000452995300293
87,1191,20218,0,7,14,0,0,0.4621301428899627,0.4723393442607096,0.481436407963433,0.35053852657442497,0.6325693213716325,0.8943958147079367,0.9272426769127902,0.47150149670389796,1.0,0.9921640157699585
88,1207,20533,0,0,0,0,0,0.2654275220165813,0.2924102109884735,0.16816217836598008,0.43087025022777736,0.6374417796798183,0.687592945784135,0.6789663752590046,0.4870254264195616,0.0,0.18268337845802307
89,1229,20586,0,0,0,0,1,0.0867738709942669,0.032244889736932465,0.010218416727498424,0.4712260788161807,0.029408512848230286,0.13311215839810414,0.16628066372118533,0.009008709890425869,0.0,-0.0012328028678894043
90,1230,23549,0,0,0,0,1,0.057339718843315526,0.30973391537124795,0.2860748110490853,0.3884294532865523,0.06042517809444579,0.08571518790667035,0.2571357229704725,0.09004381309352039,0.5,0.14449277520179749
91,1230,36899,0,0,0,0,0,0.14936765548872358,0.2990281144229708,0.273696328948041,0.4599843080506913,0.16311617422391494,0.14557259120615776,0.3732755250732931,-0.011031688491948341,0.5,0.07253280282020569
92,1231,11960,0,0,0,0,0,0.2705788277563781,0.21315010759216405,0.12114073864247585,0.30141013552917906,0.05373510511485631,0.145101110634891,0.21153073413381726,0.0140070347183836,0.0,-0.009868502616882324
93,1261,15252,0,0,0,0,0,0.07738187222538534,0.1221014099999729,0.05404258877479141,0.2719963639480383,0.03957955180026988,0.08389846562091602,0.11602456717122205,-0.005763291037510089,0.0,-0.021663010120391846
94,1264,8263,1,2,4,0,0,0.2097262307740664,0.30731122657696064,0.4276967851845376,0.20421702583848375,0.7136301095198814,0.7822388984015802,0.8673401949724335,0.03266564200053923,1.0,0.9954707622528076
95,1266,21091,0,0,0,0,1,0.16146200579114758,0.08500400965902175,0.0939219207131441,0.18267125337028234,0.05351212585095514,0.12607827750193928,0.1852520805905506,0.1259289977964474,0.0,-0.0037893056869506836
96,1267,26272,0,3,3,0,1,0.5278198702888646,0.2790630345451677,0.4063199069904641,0.4896775301656724,0.6243623632342841,0.8484681780939541,0.8560355089650094,0.8689074719760468,1.0,0.9459121227264404
97,1271,13854,0,0,0,0,1,0.17983768270957087,0.22245965595767286,0.1688444263866594,0.06842206751134533,0.0141416948683804,0.054954304934643886,0.21682878961044535,0.0127260130856107,0.0,0.004998832941055298
98,1274,6316,0,0,0,0,2,0.2935657260599013,0.2924561429616189,0.3664149899159864,0.3528281183352966,0.3912867216317881,0.4751261746522176,0.6449904828691057,0.40746588011513385,0.25,0.4315894544124603
99,1291,28978,1,1,1,1,0,0.26407695681160537,0.2723525022047821,0.2866011544096736,0.3729330708142399,0.5920713340002666,0.5428337681013626,0.7306768217005802,0.558000760120342,1.0,0.8489246368408203
100,1307,8403,0,0,0,0,2,0.2771833790649292,0.3565490960523686,0.22139514815109468,0.17908193753040846,0.6085814621322718,0.6313402330357687,0.6826662587791604,0.5309578034521045,0.0,0.15531298518180847
101,1315,13447,0,0,0,0,1,0.14561551613789006,0.15734766299152045,0.122767967728917,0.2775710809300105,0.211908787705228,0.4184214336851808,0.4813116622323871,0.0063792014970842905,0.0,-0.004819214344024658
102,1325,33706,2,3,4,0,0,0.23031977241654705,0.19025221622990568,0.16883063793090286,0.2201832721116205,0.4789500710369936,0.631181542194441,0.7446321141767236,0.2559135150697667,1.0,0.8450961112976074
103,1431,6991,0,0,0,0,0,0.2976420831705732,0.3282547849196471,0.3788881743050132,0.5126772843059844,0.6351631975942439,0.7624231949397609,0.8840383594245512,0.5538564971463862,1.0,0.9795455932617188
104,1431,20649,0,0,0,0,1,0.4296027680932058,0.32700006265029496,0.249599745618088,0.27858899039624396,0.4400406537406305,0.5861341464969154,0.7150657776863956,0.3669214440221635,0.0,0.24357640743255615
105,1444,36844,3,3,3,0,0,0.3842924789342988,0.4951981107263386,0.5251303789671559,0.3393216947401813,0.6986457825534949,0.8587468460771388,0.9112698336920968,0.6497936176795277,1.0,1.008819580078125
106,1460,19026,0,0,0,0,1,0.2017473095727456,0.1949723293313539,0.3123034527517907,0.4434102723718013,0.08419683863681282,0.21742274076622736,0.27105067797815297,0.0382449199164926,0.0,0.021868348121643066
107,1468,28256,0,0,0,0,0,0.31543686498734635,0.3723406394639589,0.33831457836995843,0.08210362845178565,0.7425850449645032,0.8194912231423088,0.7591566383613422,0.6760531080456124,1.0,0.7983561754226685
108,1490,20424,1,1,1,1,1,0.2534066950042416,0.19425430416586625,0.2435965918647483,0.3086673305186646,0.6062872386483171,0.5348896892807853,0.6886058059517339,0.07127800831704212,1.0,0.635187029838562
109,1511,32386,0,0,0,0,1,0.21413328298457807,0.12803399857791742,0.19507959466446934,0.3274724922368735,0.5269684249455502,0.6316781332495622,0.6733322247592752,-0.011499244882605621,0.0,0.07242432236671448
110,1524,18974,0,0,0,0,1,0.2510738793980204,0.30380299231686525,0.2610720077599326,0.2131094723264111,0.1477589163460617,0.15722530654266706,0.14575462143201634,0.020706425251640317,0.0,0.016700834035873413
111,1531,27311,0,0,0,0,1,0.3995981966136921,0.2020670009402997,0.2964344685407109,0.3908466402988608,0.0664304480192893,0.11650449269097765,0.24041844965573356,0.03292887220394507,0.0,0.040598511695861816
112,1565,36968,0,0,0,0,0,0.1752106409976935,0.2877761938149066,0.26406596532863313,0.25315778002885925,0.01869212292665809,0.13885230764184453,0.16917213891846966,0.00999738704497368,0.0,0.02976667881011963
113,1566,36965,5,18,32,1,0,0.3941662011394504,0.4949965195753041,0.4681390675111301,0.282036551995817,0.9305515013602575,0.8533979874893621,0.9549973205278284,0.9870124714501384,1.0,0.9808039665222168
114,1590,24096,0,0,3,0,0,0.3472654497788421,0.2652564928587786,0.322444651688018,0.22034095828421635,0.8016750169587943,0.8376986813216494,0.9137783288083068,0.6509947917764001,1.0,0.9642700552940369
115,1594,10348,0,1,2,0,0,0.1978568007119929,0.21746090182054567,0.22966421078335764,0.28122269162596203,0.21755000362867394,0.5272396838141542,0.5193713198367816,0.0775007992312286,0.0,0.2892220616340637
116,1603,36964,2,7,9,0,0,0.3635147113806312,0.483560564805165,0.4693691934300039,0.32878506904443505,0.8265383202505292,0.7781898649739305,0.9068554764895488,0.5980425960235407,1.0,0.9999688863754272
117,1609,43566,0,0,0,0,0,0.23058581490532096,0.2524161820265685,0.26958887666827946,0.21433226169429587,0.2285066118042588,0.27378737744142634,0.343678332939229,0.01784793408764948,0.5,0.06897491216659546
118,1610,11646,0,0,0,0,0,0.20153853145485387,0.07841508599522225,0.10023931577600824,0.05239216413634438,0.21439973078870367,0.2971638528997083,0.3839269276000167,0.0526277246934024,0.0,-0.02945941686630249
119,1619,15454,1,1,1,0,0,0.3761945785840499,0.2061403285888384,0.3172431125889879,0.5221750197560941,0.7185614550473168,0.7331682803839094,0.6595102544464531,0.3022506478185775,0.0,0.6896229982376099
120,1619,28747,0,0,0,0,1,0.2579010326662601,0.2749919083231725,0.33601984937882845,0.4631284702454686,0.7736246091543074,0.7697756906549484,0.7879924649916116,0.6770508285451255,0.0,0.6292092800140381
121,1628,34489,1,1,1,0,0,0.4678471728926986,0.30914801684562954,0.4784889521618382,0.4315833623373113,0.460440224827064,0.4358732911810216,0.6413657419811771,0.4904308254835773,1.0,0.8812405467033386
122,1628,34526,0,0,0,0,2,0.2438576022519308,0.009370277209040306,0.23558907062411602,0.1786584210235709,0.02390798683439988,0.06829412648233582,0.07896758963626113,0.011223814423056816,0.0,0.006955742835998535
123,1631,19489,2,4,4,0,0,0.2920177719001119,0.34227310603356753,0.283858231687399,0.4217402673917871,0.7658707602366145,0.8262702260576178,0.8214902911631112,0.3782416418451697,1.0,1.0164785385131836
124,1662,18057,0,1,1,0,1,0.38064812955256055,0.19821503213027425,0.2928000672521241,0.3761608261103039,0.06604460268127106,0.2234893814231672,0.23381205503145014,0.015379609103295125,0.0,0.07973185181617737
125,1667,4119,0,0,0,0,0,0.2644334021585873,0.20252793346881687,0.14127764670636894,0.3492818462822277,0.2761990996390611,0.2377883151046214,0.4083138450203791,-0.0010589558292158144,0.0,-0.00454026460647583
126,1667,32210,1,2,2,0,2,0.2918386070588447,0.3056260223600671,0.23158860541027884,-0.05523700476880045,0.6250493452998949,0.8274457352676501,0.8456663647062066,0.6127048997816233,0.0,0.20342814922332764
127,1686,11570,0,0,1,0,0,0.18239168720789492,0.02782876118621737,0.10868324368809563,0.1237278606808758,0.040223628359788516,0.15420514309176409,0.182593714863948,0.035841137699470345,0.0,0.04748266935348511
128,1693,17938,0,0,0,0,0,0.2350098039654032,0.2307727335401363,0.21875219550894975,0.06859536500289695,0.15603524372230254,0.2704422006575876,0.24732332457969056,0.05810040761898187,0.0,0.016009360551834106
129,1698,3579,0,0,0,0,0,0.2724162955645414,0.17391122552888558,0.20045204078329595,0.4771984389693935,0.6483519793414352,0.7204691257898963,0.6534535995823342,0.4680817210164647,0.0,0.23505106568336487
130,1741,35328,0,0,0,0,0,0.3404610947332492,0.2738054577939424,0.2539484963048806,0.2552640061586078,0.21267283997754485,0.10839486008598387,0.13048449421850047,0.02633452241190808,0.0,0.02244514226913452
131,1762,3563,0,4,6,0,1,0.3779166654433913,0.4666339427535533,0.5668554570368001,0.3212254333355892,0.6470629525175372,0.8699157860747195,0.9241009455455468,0.4867866473124912,1.0,0.9901823401451111
