,SCO_DAYS,SCO_D_SUMMARY,SCO_D_TEXT,SCO_D_TITLE,SCO_T_SUMMARY,SCO_T_TEXT,SCO_T_TITLE,SCO_USER
17,1,0.25242263671051723,0.22019982046269687,0.42005471348468726,0.3532592597324389,0.3685104820668155,0.09651819285207366,0.0
18,0,0.46519405924840285,0.4777754726332609,0.37020410098418943,0.9171321091871204,0.9255542208030186,0.45453695355634166,1.0
19,0,0.34583686138299324,0.2764934164392044,0.3389919944322704,0.6977126650778167,0.747233376316843,0.6102385854356726,0.5
20,0,0.23999688825231108,0.17305379186357694,0.3072481018595125,0.6881405085842293,0.6889547481994,0.42097178426659176,0.0
21,0,0.48204094376861,0.3958170013610248,0.20011483761736096,0.8251004189813732,0.8365563987865866,0.44082355888636465,1.0
22,1,0.3022743302199482,0.2837662083898821,0.5394822262543983,0.3620817242950901,0.35658380752704516,0.022292962481387957,0.0
23,0,0.37998580162937023,0.2624635256582196,0.29385009114432037,0.2991846695643703,0.283353185645956,-0.031867252060234066,0.0
24,1,0.30932554628261455,0.3595410964892062,0.40573018159337176,0.7899593384814949,0.8021393498069495,0.6081688834586588,1.0
25,0,0.283505866010154,0.14459250296844878,0.42789236271433034,0.7919298216719488,0.7845383001980633,0.43222357421821284,0.0
26,2,0.3500704359972737,0.30655255085892186,0.2193165854469175,0.761955981698385,0.7776576792758481,0.6514669940080345,0.0
27,2,0.3188700571749045,0.18702038955424655,0.38456742559618107,0.3811253822584994,0.3718554273288436,0.04649845759371152,0.0
28,2,0.20198469299856803,0.13354308669210277,0.1382640406491951,0.7051986492594506,0.7017127021087306,0.0067879354780094395,0.0
29,0,0.12005636283194855,0.0920082496485201,0.3107045338025186,0.15839704239913585,0.15098865451940469,0.02600709492821824,0.0
30,0,0.33661185559500756,0.24205064603600676,0.37980659792922433,0.21987133332606554,0.2095666815383733,0.02419300264456171,0.0
31,2,0.15110913441448584,0.1583277279345683,0.49115089138113843,0.12598691533734496,0.12360611833836611,0.0076173629714365275,0.0
32,2,0.2548070531631597,0.23698842533222572,0.3573319901854169,0.533146341601437,0.5574393422014255,0.5975537907902053,0.0
33,0,0.4394803022061685,0.4608238072809924,0.4030365049598484,0.6543033774316638,0.6867708385800146,0.12550919121829152,1.0
34,2,0.24108045468579464,0.2546299876686935,0.4283126192844389,0.2954119301357291,0.28813502636216626,0.018548336954828208,0.5
35,1,0.4151770360039806,0.359409563942172,0.19193392410645202,0.8527206273927534,0.8694822326992129,0.47797915379355915,1.0
36,1,0.1405366512316029,0.012214697961669702,0.3254249309868365,0.08148505924225029,0.07077639812753965,0.0076647877614662045,0.0
37,1,0.2311150183490354,0.27863089396350477,0.4440496448677652,0.7149927845884994,0.7386631343935128,0.6677169294139087,1.0
38,0,0.38993781969234453,0.41651968690368885,0.3910192651354192,0.8320976830565023,0.8666171747624223,0.8539160982425578,1.0
39,0,0.36595585350719695,0.30068947614894004,0.3218666069611395,0.7989801313747225,0.7948968697942346,0.07187311491622281,1.0
40,1,0.16893199269326636,0.08339443852089987,0.18329689686986803,0.18337901289877878,0.17851058945763737,0.020737877847425385,0.0
41,0,0.20663603630959207,0.1792981645910974,0.36993744555983643,0.4891572128151437,0.48564622911787897,0.2725941999012921,0.5
42,1,0.26170407321893363,0.22129683015220986,0.39693164243082885,0.29448007667134474,0.27580744135540614,0.10092976888704208,0.0
43,0,0.2713403531585378,0.2626220014494585,0.2592942500285531,0.7905577665486379,0.7893680109884579,0.03907649589402956,1.0
44,0,0.35321589895912087,0.3542730106874278,0.177667308668358,0.7279226493526673,0.7364820475821089,0.039908469200568446,1.0
45,2,0.20891987542706603,0.2870316040508741,0.4233328527162468,0.38093235068585973,0.366462873784788,0.04660298379027019,0.0
46,0,0.0924543867589165,0.06142089768049156,0.38576057002747755,0.23413816081944383,0.22655835094787827,0.014543126639287208,0.0
47,0,0.40103424978789104,0.4014822411225047,0.31002485421765064,0.7430830389214583,0.775377105677806,0.30286838514449377,1.0
48,0,0.40794676670221486,0.3453260258093837,0.4511335605193975,0.7540131178743541,0.7638812135136311,0.20772759502560137,0.5
49,1,0.2743427893634003,0.2286154809459615,0.3435898322670989,0.1368612841827519,0.11461758621348307,-0.029047686092315683,0.0
50,0,0.4406589023432119,0.4120831566257787,0.21539515622269975,0.7976080061689578,0.7897268267193713,0.028869700066618983,1.0
51,0,0.4563495848367819,0.513699126407098,0.2634060232449597,0.9551013102687091,0.9684063428167643,0.7681886019912633,1.0
52,0,0.4181166859275622,0.4443788517205299,0.5194887935152679,0.6890138823722286,0.7567419116851039,0.93126875763114,1.0
53,0,0.35289238348101015,0.3783821004843845,0.445783835428798,0.7932877409272933,0.8153660186447176,0.7578072797780352,1.0
54,0,0.31077777694960795,0.252099902042837,0.5732366856959854,0.7850767854779238,0.8247335944151781,0.6270734069786124,1.0
55,1,0.09225047674039603,0.059298002247523185,0.4030408704045232,0.3090402961798324,0.3008984379444335,-0.008309364000858474,0.0
56,0,0.34840123600562106,0.3434746996137082,0.46963694292230057,0.5663538849521059,0.582959410843318,0.28533369196184305,1.0
57,0,0.36648994528075957,0.49641557802202785,0.4000162565734323,0.820331063113128,0.8476184177881336,0.9229332191011609,1.0
58,1,0.015846314314957387,0.021736892660265492,0.12298406410887865,0.22695726068203828,0.23637038018313722,0.007051108500829956,0.0
59,0,0.30989608019810944,0.32541490793684075,0.521093590425584,0.8224078073943377,0.8456250175275338,0.6854326047012184,1.0
60,1,0.2857994497602119,0.23585876275122042,0.20576016375067577,0.20142422580326397,0.19380382228695128,0.03572334207390552,0.0
61,0,0.2537617794261708,0.29018343327568225,0.12834307681017382,0.5453017877163889,0.5642117215879554,0.08526727169569187,0.0
62,1,0.23822031189586418,0.2033427332279628,0.29188865408405723,0.48545226960415566,0.5078686452338913,0.6132297975855966,0.0
63,2,0.28600307647252027,0.3012131043778889,0.17802654307520022,0.41682031928887786,0.40600282155767387,0.059902180712296874,0.0
64,1,0.261050133521929,0.257284550334022,0.3259730133208341,0.7233561137733522,0.7141225362326267,0.6412567319530877,0.0
65,1,0.2941071475673628,0.27787388211377306,0.2300012617740576,0.33646115462626286,0.3245621048036635,0.03593574158124452,0.0
66,0,0.3281561399158566,0.3399001071775475,0.186135397187171,0.6183005263340021,0.6318286264290566,0.21344916230258992,0.0
67,0,0.3873824278532989,0.27424226935803153,0.2022686004247988,0.6990212363390703,0.6932459088798242,0.0910451785287021,1.0
68,1,0.4323345540338798,0.40533984087992764,0.3315138131772748,0.8299504073460349,0.8257354992859883,0.41492887772004367,1.0
69,0,0.22762174801531238,0.264942131686095,0.3294976507280441,0.3047723340782371,0.2948205303637196,0.08174489711172969,0.0
70,2,0.2325701292643835,0.2199784776258077,0.3777200286455553,0.23540172161588635,0.25939325124221924,0.18777606270923877,0.0
71,3,0.30173833498338337,0.20529180906289898,0.22941828686819668,0.25847138916435775,0.23886574736527671,-0.04269516626433005,0.0
72,0,0.2545169741950711,0.19935988432262836,0.23415514804130433,0.2277966318574261,0.20240835199882085,-0.007127844392585491,0.0
73,0,0.2537714037154228,0.2367185871654798,-0.04301275853244471,0.5534821094105086,0.6146508328651359,0.8022807698830344,0.0
74,0,0.4956516205223291,0.38297876298478206,0.3394554357766715,0.8697738972344156,0.8853632755616491,0.5303833928491098,1.0
75,0,0.5316845323259582,0.49351715667560525,0.5708675336249063,0.9310308056060597,0.9311806393992247,0.49160189660266973,1.0
76,0,0.3188944079061967,0.14906033109258576,0.4262471942732407,0.6775810726441724,0.6782480969372678,0.4899577355652387,0.0
77,1,-0.001303940584006227,0.02445142495758071,0.3123821638013843,0.16507747170229173,0.15616810477545226,-0.02259986185680129,0.0
78,1,0.2417122387953156,0.28462362849431355,0.17259041280215348,0.21246782778718673,0.23261751228852232,0.0726737376374973,0.5
79,0,0.29927773097716404,0.26209983702496864,0.0659848733492035,0.36818994587905807,0.3674019351858187,-0.003367538477218366,0.5
80,0,0.18888722864997848,0.1798565982784107,0.11225434447304364,0.23609845453497014,0.21433881645022024,-0.02498013090895218,0.0
81,0,0.13727132092618036,0.046684944435628824,0.14644158752274117,0.14198553323154345,0.1310927540577712,-0.004092909554209452,0.0
82,0,0.43079017912425716,0.4388455178922837,0.3553732521868917,0.804119864664539,0.8653078025725481,0.025979182938792377,1.0
83,1,0.13321818364163737,0.07408204547491286,0.11463160376724327,0.19568293268850848,0.20104000042637904,0.13687608258773637,0.0
84,1,0.13739242442300093,0.1403183130801736,0.11145250611069767,0.21564545152765915,0.2134709401722163,0.0366651171978485,0.0
85,2,0.3001187252094238,0.32758608243451487,0.34205018720017016,0.6477615759082661,0.6493538744638653,0.41480217414829207,0.25
86,0,0.34241391177182595,0.23002110740238402,0.4637698990918994,0.707487446526059,0.7349155140574969,0.5672358907665376,1.0
87,2,0.3879096800746557,0.321434298465096,0.2556447859431438,0.6509613064445035,0.6828235959377221,0.5291639599840681,0.0
88,1,0.13248616425429552,0.15708987721140116,0.40633434153538706,0.4925687054035209,0.46394308165622855,0.009983804501271459,0.0
89,0,0.3375220636484282,0.2513508981419224,0.23309713490007808,0.7387177354434833,0.7404073155316315,0.2721073583104191,1.0
90,0,0.5185339116652719,0.5063005825409648,0.4480933671669369,0.9096601491449444,0.9141744602689575,0.6510426384906871,1.0
91,1,0.35769605423513273,0.26670567532800493,0.4577765425166568,0.29491937985872696,0.275436050789557,0.04133693960995322,0.0
92,0,0.35759468827908714,0.3411686390655619,0.47011476926718365,0.715893964528625,0.7557512065344818,0.64921097689542,1.0
93,1,0.15133810873230572,0.23427239662996854,0.28368436655264795,0.6257479794451928,0.6813534203097428,0.07513532972387164,1.0
94,1,0.19746675563669266,0.19299174048154463,0.26542408154356273,0.6880213787608515,0.6742802159337539,-0.010962977166996799,0.0
95,1,0.3306722822556478,0.23407887440887953,0.07915829831708673,0.1521310295526783,0.14187946430178547,0.012137183593568707,0.0
96,1,0.2542062188332172,0.24684879524721098,0.30771740845953577,0.20873658745895077,0.19430696109219853,0.016001696820609906,0.0
97,0,0.3026015796025106,0.25594456855544345,0.15758594318320393,0.1313487977920958,0.17026001909058552,0.0014360579325485509,0.0
98,0,0.5150974109451111,0.4918746247552588,0.47596426411567927,0.9498885723765362,0.9526058229148864,0.9882776364539809,1.0
99,0,0.36168685798209105,0.33098677752698363,0.11330033794096164,0.9053801678994342,0.9132109091081381,0.645092279519966,1.0
100,0,0.20019647794102144,0.224960199753152,0.4287981717011352,0.5362499505515829,0.5328024289603194,0.07970845391366194,0.0
101,0,0.44803880852974476,0.4632122896930724,0.26144440266501606,0.8962834180764083,0.9050796150254454,0.6111483305933904,1.0
102,0,0.19757556966865747,0.26286431114292197,0.1997248342331828,0.34447283098267517,0.344201446753294,0.0006069272487748874,0.5
103,0,0.15140081333896585,0.08458827440339538,0.06012299543552887,0.38760783666311555,0.3915867530318312,0.018750815405650493,0.0
104,0,0.25996014781389437,0.322578561102204,0.5068244267342382,0.6360327443113898,0.6625187370536332,0.3305817616731712,0.0
105,1,0.30066790916176733,0.35786681911123247,0.4866319062449731,0.7257958025209666,0.7847902957939253,0.6852678746451392,0.0
106,0,0.31781060705513375,0.4675718394282996,0.35256260663600925,0.6469881228648965,0.6455399607178227,0.4941781120888819,1.0
107,0,0.20701345635377502,0.30916001719462904,0.2940798749631593,0.8342058753003234,0.8268053325959426,0.41135892629490795,1.0
108,1,0.3017186113856437,0.2462434157213547,0.4759910988108946,0.2527705122813226,0.2325076193394589,-0.003109888253491756,0.0
109,0,0.11827098010585667,0.11725355553920552,0.28895288396643093,0.4189326814476624,0.4064649845540709,-0.00047155510736225843,0.0
110,2,0.2672849403417645,0.17287470391820087,0.20048296849461444,0.8319256032418149,0.8424552571436037,0.6054303149894968,0.0
111,0,0.09484921475266096,0.07676339381954404,0.3488574143098978,0.19054476799394174,0.1891697317453936,-0.0073406602125895065,0.0
112,0,0.2259342247507799,0.2624181851304761,0.16529773543143375,0.24764916782760593,0.24512766111104461,0.062474869097666336,0.0
113,0,0.27334158933811253,0.19607203036854506,0.4036231578726831,0.6257258309243882,0.6427465977144678,0.42941446429349606,0.0
114,0,0.14987256140372643,0.20430486841252418,0.2645327816478646,0.12782111359531598,0.12618664644062016,0.05797562724375227,0.0
115,1,0.4905737532837467,0.5846409898778487,0.2079708694131069,0.9028974114630892,0.9207411728589485,0.4873317766046182,1.0
116,0,0.2235782724856203,0.23052470838749464,0.5036332840449017,0.16375744790394478,0.19039923956856897,0.06797950245622633,0.0
117,0,0.28322119971492193,0.22133053319751597,0.22098150430918073,0.6245122206678899,0.6286067619578393,0.17064762339274447,1.0
118,1,0.08486122425224853,0.03639254047566772,0.3760900828046765,0.2231921771130585,0.20479199487522565,-0.0018378988223556635,0.0
119,1,0.22327297971776902,0.20500127337648438,0.3280139168381327,0.5375384242815702,0.5378449389188745,0.052891820668359166,1.0
120,3,0.2433769295228934,0.2998447261554444,0.4269101097465995,0.49735106915384786,0.5614375754302601,0.57593421407814,0.5
121,1,0.3786023249300048,0.29528535544717815,0.4600661653438926,0.738940091773357,0.7686405236950105,0.5264269503305207,1.0
122,2,0.3809974988073158,0.2249117570771864,0.47567569838010904,0.05787372773890864,0.06503103392461335,0.025898011128565445,0.0
123,1,0.06010636036893945,0.06200797506565681,0.047926648991438586,0.35102325345002167,0.33928542863260897,0.018600252922046173,0.0
124,2,0.2475985166409749,0.16547403416302917,0.4083044271680907,0.21369543740344543,0.23221697822990492,0.0653114844333768,0.0
125,119,0.4887783916263077,0.4301119613284447,0.24158270950138996,0.8148239481073797,0.8132983667511235,0.4474308667752085,0.5
126,0,0.2820514025104839,0.23726088786284974,0.39336843341791833,0.8710706571171085,0.8744017170717981,0.6133189216800291,1.0
127,1,0.0924930794665144,0.008281817498650593,0.27722575003473543,0.7682715518001153,0.7657546761780905,0.5220046725129226,0.0
128,1,0.3650914397872704,0.29541132769905465,0.3955885189955282,0.7129032169592814,0.7270110621429728,0.7513757359066419,1.0
129,3,0.2925820519774518,0.26438031923331445,0.16072031509991347,0.0700844099500538,0.08007218638424603,0.04873631514464838,0.0
130,0,0.3482835487937786,0.34173811872847903,0.46437275438246145,0.639987250399516,0.686183426886061,0.23641184856314615,0.5
131,1,0.5452192897152234,0.46513782819284993,0.20600279731475835,0.8915506211209336,0.9119557525225548,0.9629876555352241,1.0
132,1,0.2559339072711935,0.19902658422425892,0.13725647503993504,0.41376347832243615,0.4017411283554758,0.12133996855580374,0.0
133,0,0.17866942729970306,0.2522809772105786,0.41664316855681116,0.7490094470188762,0.7588721490095184,0.7883325319738064,1.0
134,0,0.3078937542560601,0.48394859924530803,0.37107863300652494,0.6505118787291928,0.6946531658085302,0.8467482664490127,1.0
135,1,0.30963960731250373,0.31200432855104115,0.3624294629559112,0.7575500648595791,0.7160554709440841,0.08964915850431984,0.0
136,0,0.23332380971226088,0.26094487015246737,0.35936139306416626,0.5396844604511576,0.5986383000031131,0.1667437818965977,1.0
137,0,0.2895024174187278,0.23431806673590305,0.23241240217956682,0.6182377411320816,0.5921864482064402,0.06949626003687057,0.5
138,0,0.2864497581439251,0.22683759344648013,0.4823675582584935,0.5859997798419546,0.6392404397144532,0.2063180878138259,1.0
139,1,0.02324692028676781,-0.01911039923963445,0.051739898394848376,0.2009242012916777,0.20008189668641216,0.01229849284802148,0.0
140,0,0.3813996899255605,0.4973070162346692,0.23864025769968278,0.5969141539241558,0.5709113940063943,0.030715444747100747,1.0
141,0,0.3738192518386213,0.40900821807075605,0.3990589043879909,0.8390296961013992,0.8471252647635884,0.4099144994784631,1.0
142,0,0.14508100398992743,0.09230140368111067,0.2936658094027135,0.1752188254291483,0.17214419955448323,0.039496282254530814,0.0
143,0,0.4106552170132042,0.4142652036864191,0.43351821823164904,0.9039175847561559,0.9074098374437263,0.2677668443576544,0.5
144,0,0.3114835217565836,0.3983907429624414,0.056521682522178936,0.43270896674776543,0.53588600568256,0.4534420596533997,1.0
145,3,0.26285065057286755,0.29974863717028766,0.362633397313382,0.36341078833309925,0.35426969051412344,-0.021480032417720788,0.0
146,0,0.1984859960327777,0.2743644364999944,0.18722127608598435,0.13301411577152605,0.13172626985043553,0.008761564066196569,0.0
147,1,0.2660035718109739,0.1637189034122579,0.3071677626306508,0.21975070290353466,0.21602308303541556,0.058719809258798245,0.0
148,2,0.31688349811228633,0.2835126049576293,0.1907216882071904,0.19419888792732165,0.20108890755855624,0.10283525247074254,0.5
149,2,0.3412352234864048,0.220336344812563,0.25622592954211443,0.7063240169250801,0.6961482789707035,-0.011480474290011887,0.0
150,1,0.27465926212639225,0.15838014546713844,-0.1864822813393396,0.706856730234373,0.7284320380430194,0.0273409977957214,0.5
151,1,0.27638150963251873,0.21507084659761028,0.28059230843191424,0.20778949404215769,0.20572509088420163,0.052850397117778086,0.0
152,0,0.2847334630522855,0.16693361026163522,0.2657357881307526,0.6308934128261815,0.6473087863931938,0.5545151054950058,0.0
153,0,0.5149223803149835,0.49705551037037005,0.2941553983372859,0.8860718297749421,0.9153733109875862,0.7641754895856909,1.0
154,1,0.24110393256433643,0.2087876865390034,0.3195278097359029,0.40883872751528955,0.40797540943327576,0.22868485721523307,0.0
155,1,0.10842005830774155,0.019566436211465442,0.3306221330755762,0.3530598944682085,0.3516967091616575,0.01699798060669603,0.0
156,1,0.3586889224834565,0.40451323767087854,0.30581574700352865,0.6800022067945396,0.7236140104954969,0.5886679027216373,1.0
157,3,0.2249844938122962,0.2254290110653266,0.4564876912771594,0.4781246269849234,0.48252221516575533,0.2851357585273445,0.0
158,1,0.35384462333639394,0.3013262671564599,0.20079430786907787,0.38523196241069485,0.34703278530425574,0.030982348768217458,0.0
159,1,0.3153182531434347,0.2759891593785279,0.3670997285524373,0.5978002861695378,0.5959323958945836,0.2737870963565658,0.0
160,1,0.31607189745854447,0.1954379836950056,0.23743110002619508,0.6431976349114518,0.6431698799547404,0.05887979266687089,0.0
161,0,0.44578789058630186,0.3458808927922022,0.4145855487482226,0.7688467882453083,0.772175399095121,0.5910063395728723,1.0
162,0,0.1024714715770871,0.06948190436249434,0.2451090555482667,0.47820734523561803,0.4771207384992048,0.11753790694347907,0.0
163,1,0.2943834139011559,0.24543726012888756,0.2451418771172021,0.09706416289741487,0.10759584760591401,0.12545740997922847,0.0
164,0,0.3543471068834406,0.3458540095971654,0.02553863619516756,0.7165734910234075,0.7223926434852054,0.10771439767451389,1.0
165,0,0.3992149210658572,0.4174174784215424,0.5073603434198711,0.5992911161524453,0.6373938218625427,0.5038115091377786,1.0
166,2,0.3014980242326333,0.2862746643756358,0.39539653213429243,0.24586086127837248,0.2328543227364613,-0.008432525409379173,0.0
167,0,0.23323915054013153,0.24554272279467904,0.21955253477428585,0.19981676758219047,0.1759144233061043,0.002891453994759457,0.0
168,1,0.3145714726620099,0.4550946613522292,0.17193135192186607,0.7079547686870832,0.7325135677674565,0.16686275378954704,1.0
169,1,0.2743699268485386,0.23937993915122732,0.38465071453571353,0.7706027161023883,0.7910972999253965,0.8857951096934318,1.0
170,2,0.3675705258488427,0.33586193201687475,0.30088394801363316,0.2661323012114627,0.3060421584185575,0.019610467826249093,0.0
171,0,0.1750417811773845,0.1696491612264536,0.18544812691070936,0.407983903944879,0.38327875910169434,0.000723296145889934,0.0
172,0,0.3981675952132092,0.576244691876718,0.08719914818279652,0.8957517513362786,0.8921862270451895,0.5560536828729405,1.0
173,0,0.5160173324820818,0.5770099823907875,0.4373949387081488,0.9062020572234849,0.918647625019233,0.6735898855277345,1.0
174,0,0.38273534397163367,0.31843053426129997,0.3705752758070504,0.7658638977678782,0.8027887617931485,0.6493403530735222,1.0
175,3,0.45929443959391963,0.27551225551926695,0.22046678550502632,0.09700940678288017,0.09276126990303851,0.01843027862333922,0.0
176,0,0.20261249950782728,0.08982024827563648,0.19833574840704368,0.30785010517059774,0.29965057675400114,0.0024393991425748253,0.0
177,1,0.30544834910179447,0.22139303441950636,0.29490527477559697,0.8066306459826589,0.807382354029489,0.5356684572110098,1.0
178,1,0.30138876756083766,0.23298398420248853,0.2842617868630333,0.6049004696120753,0.6023735674839549,0.14144955627862005,0.0
179,1,0.3270601066636304,0.2583176306247548,0.40379331456760637,0.7059359096141633,0.6967215481226902,0.41131917453957884,0.0
180,0,0.22463432018179674,0.25189609478245933,0.20844951287085847,0.580213938028657,0.5726541775030639,-0.02097151675815542,0.0
181,2,0.2858705034455478,0.22714822520264635,0.4138979050585749,0.31460495067287564,0.3040945361194234,-0.008528657251841962,0.0
182,0,0.47415581395854434,0.4544858731192765,0.3510254319243011,0.8324188559137313,0.8377318826192794,0.5253729674224221,1.0
183,0,0.26445421464868446,0.31390770625610986,0.19168869242781883,0.7065710174278513,0.7061770825990985,0.13091335355245423,1.0
184,1,0.17363272181958547,0.13674628306671638,0.3519728989594037,0.6287364174276135,0.6206863944003325,0.03632672319342592,0.0
185,1,0.05596781050833081,0.0215702178364733,0.21217632153695765,0.27499813022330905,0.27158909665735714,-0.002130959747671156,0.0
186,1,0.10450683732542787,0.0396138583135884,0.08878415614555733,0.1628954211846569,0.14902195118241016,-0.006240075778894472,0.0
187,0,0.31683807821407034,0.380897975103952,0.4826651037300473,0.40611330808433505,0.4517265475836578,0.32628639143008353,1.0
188,0,0.17038113852981382,0.0841215370784476,0.31455471182003836,0.5120484051365266,0.4888808125176054,0.006224080416069009,0.0
189,3,0.21040707943089068,0.27885281292371555,0.28036973517056923,0.28650113557233725,0.27672240794233727,0.06291927375724345,0.0
190,0,0.1921304510238893,0.21474940788504948,0.4134898933939928,0.34493765934807397,0.3169371474706656,-0.007307917615927788,0.0
191,2,0.30176714966409823,0.4442451380494356,0.29760261193463633,0.596179812571926,0.6281598251553837,0.5650764256186995,1.0
192,0,0.3633801735641298,0.37726353618637487,0.21210384736651094,0.6319730599754012,0.6823792840704904,0.5912813413862903,1.0
193,2,0.31154624191279906,0.24003651804415518,0.4500337464732623,0.31673188200963,0.2915323878888888,0.09628827344356686,0.0
194,1,0.31759654741556614,0.18444195220363252,0.2877838942064826,0.14766972121653846,0.13456784252539672,0.014339736728355272,0.0
195,0,0.2733662843877764,0.18406766690937085,0.13218600476813513,0.7699211724773247,0.7679741401981561,0.021813135491407516,0.0
196,3,0.15590320337554955,0.12347001805850848,0.1987728569800487,0.6825452569168264,0.6922857786585359,0.4403980580153817,0.0
197,40,0.20325476453351057,0.23610919296879387,0.40079912098471027,0.609636710677105,0.6100592029547671,0.05312746786605074,0.0
198,0,0.3161871781931645,0.3309362954174439,0.2616710518033377,0.558684001733861,0.5730971033439004,0.3282967788102705,0.0
199,1,0.16567358643018407,0.14380981175560087,0.20204222796257007,0.16286910946455338,0.1603879977262877,0.06593913266330653,0.0
200,0,0.2380521027359355,0.30940352757279665,0.46928028494770657,0.3495290375882624,0.3083454449105512,-0.00981055320106792,0.0
201,2,0.28399871471881855,0.1481554414933217,0.3591961802135249,0.06297196148099848,0.0573250690665664,-0.0026669520724959764,0.0
202,3,0.28446066914496915,0.22599555743670166,0.32396515287886063,0.19785212019009876,0.18535628583415675,0.03251862990442172,0.0
203,1,0.1913756275699886,0.21685619475504261,0.06762803406311049,0.15203312518504164,0.16389205774469248,0.07864614413933059,0.0
204,1,0.5311627086167523,0.5161275364334219,0.31182722612836256,0.8716374785539315,0.8805782130491809,0.6550278051383408,1.0
205,0,0.3210781932448981,0.25792003863427176,0.4242530822849978,0.7916138406145444,0.8011128112373976,0.016901722245048087,1.0
206,0,0.3369695324632722,0.32256483357021587,0.37682194001510316,0.8021414757092815,0.8265344708303419,0.5656473552803922,1.0
207,1,0.15324478381209744,0.04256327054937858,0.3691932017944603,0.49293363061940715,0.49303835495605897,0.03345443136143706,0.0
208,0,0.14366815410318498,0.058771144383071586,0.31308847923235616,0.26845157370649025,0.2611436086547538,0.00760372047708738,0.0
209,1,0.24259788855875564,0.36024712951734544,0.28355071446916646,0.6673840679922259,0.7106175003662942,0.91648686998562,1.0
210,0,0.20144521348483843,0.17194438034759438,-0.12401322895255226,0.6635726054983708,0.660066459731215,0.0036738961303462215,0.0
211,0,0.39386037889263403,0.3192080730449029,0.2994952106313844,0.7237003765833242,0.7480454214797868,0.4983432656232135,0.5
212,0,0.3267535117212019,0.4145239424204216,0.36676812857364416,0.7496532620206952,0.7674893895304907,0.8202462425032312,1.0
213,0,0.37379870259817577,0.35180677140835503,0.40510762261007593,0.6453264812124697,0.6573050805601716,0.6459608785106437,1.0
214,0,0.3059077998158743,0.3028177306642588,0.1052345496553957,0.6403454459410636,0.6385256095692363,0.12864738580073334,0.5
215,1,0.3406859738028095,0.39503386955003517,0.12853549344410825,0.5492938891485226,0.5627929591871808,0.2670145576704804,1.0
216,0,0.31701030853838347,0.2757624840990387,0.015462554919595646,0.7610349477781636,0.7819894128232844,0.9926596447412336,1.0
217,0,0.1861467986676251,0.16511194232683993,0.12947413343308026,0.3342633623309229,0.329536997234647,0.06301067601364568,0.0
218,0,0.19106788949255957,0.2480633805840106,0.4576503029411123,0.4509476751619353,0.467888587364553,0.10048948950495899,0.0
219,3,0.27760173236278846,0.25903137185249697,0.1636263507149621,0.30747822221548116,0.29377515195607834,0.0557019541485049,0.0
220,0,0.29508778277726005,0.2937154770696274,0.2601654847324104,0.27683428847215574,0.257459172417523,0.028456142303840307,0.5
221,0,0.26424346948349287,0.24452648927826576,0.16345770148064664,0.25662903496021616,0.23334231083783083,0.09513114633981219,0.5
222,1,0.16865848144344286,0.1118354645855742,0.24837935669439928,0.7304083817768295,0.715658549901756,-0.005596249354330883,0.0
